HPO,p_val,module
HP:0001075,0.0688,1
HP:0001076,0.4057,1
HP:0001080,0.0006,1
HP:0001081,0.0019,1
HP:0001082,0.0004,1
HP:0001083,0.0028,1
HP:0001084,0.0731,1
HP:0001085,0.0008,1
HP:0001087,0.0258,1
HP:0001088,0.0668,1
HP:0001089,0.0695,1
HP:0001090,0.1126,1
HP:0001092,0.069,1
HP:0001093,0.0646,1
HP:0001094,0.0559,1
HP:0001095,0.0,1
HP:0001096,0.062,1
HP:0001097,0.0688,1
HP:0001098,0.0001,1
HP:0001099,0.0061,1
HP:0001100,0.0019,1
HP:0001101,0.0844,1
HP:0001102,0.073,1
HP:0001103,0.1237,1
HP:0001104,0.0619,1
HP:0001105,0.0015,1
HP:0001106,0.1891,1
HP:0001107,0.1663,1
HP:0001112,0.8255,1
HP:0001114,0.0721,1
HP:0001115,0.0005,1
HP:0001116,0.0,1
HP:0001117,0.0115,1
HP:0001118,0.6314,1
HP:0001119,0.6807,1
HP:0001120,0.0706,1
HP:0001123,0.0,1
HP:0001125,0.139,1
HP:0001126,0.0479,1
HP:0001128,0.5964,1
HP:0001129,0.0127,1
HP:0001131,0.0004,1
HP:0001132,0.009,1
HP:0001133,0.0004,1
HP:0001134,0.0677,1
HP:0001135,0.0108,1
HP:0001136,0.0,1
HP:0001137,0.0671,1
HP:0001138,0.0043,1
HP:0001139,0.0001,1
HP:0001140,0.0744,1
HP:0001141,0.0477,1
HP:0001142,0.0016,1
HP:0001144,0.0003,1
HP:0001147,0.0007,1
HP:0001149,0.1044,1
HP:0001151,0.1553,1
HP:0001152,0.0608,1
HP:0001153,0.067,1
HP:0001155,0.0,1
HP:0001156,0.0243,1
HP:0001159,0.0023,1
HP:0001161,0.028,1
HP:0001162,0.0117,1
HP:0001163,0.0014,1
HP:0001166,0.0007,1
HP:0001167,0.0,1
HP:0001169,0.0705,1
HP:0001171,0.0,1
HP:0001172,0.0,1
HP:0001176,0.1301,1
HP:0001177,0.0735,1
HP:0001178,0.0173,1
HP:0001180,0.0001,1
HP:0001181,0.0196,1
HP:0001182,0.0089,1
HP:0001187,0.0015,1
HP:0001188,0.168,1
HP:0001191,0.0005,1
HP:0001193,0.0105,1
HP:0001194,0.1832,1
HP:0001195,0.0011,1
HP:0001196,0.4137,1
HP:0001197,0.0005,1
HP:0001199,0.0608,1
HP:0001204,0.0002,1
HP:0001211,0.0,1
HP:0001212,0.0006,1
HP:0001216,0.0125,1
HP:0001217,0.0008,1
HP:0001218,0.0026,1
HP:0001220,0.0027,1
HP:0001222,0.0352,1
HP:0001223,0.0514,1
HP:0001225,0.0004,1
HP:0001227,0.0314,1
HP:0001230,0.0069,1
HP:0001231,0.0001,1
HP:0001232,0.0138,1
HP:0001233,0.0004,1
HP:0001234,0.1857,1
HP:0001238,0.001,1
